"promotion_id","promotion_district_id","promotion_name","media_type","cost","start_date","end_date"
"1776","132","Shelf Emptiers","Sunday Paper, Radio, TV","8969","1997-06-05","1997-06-08"
"1777","132","Free For All","Sunday Paper, Radio, TV","14376","1997-06-18","1997-06-22"
"1778","132","Price Savers","Daily Paper, Radio, TV","9356","1997-07-04","1997-07-05"
"1779","132","Wallet Savers","Radio","6125","1997-07-17","1997-07-20"
"1780","132","Mystery Sale","Street Handout","5378","1997-07-31","1997-08-04"
"1781","132","Double Your Savings","Sunday Paper, Radio","5658","1997-08-15","1997-08-17"
"1782","132","Free For All","Street Handout","6019","1997-08-28","1997-08-30"
"1783","132","Double Your Savings","Radio","13989","1997-09-10","1997-09-13"
"1784","132","Bag Stuffers","Product Attachment","14951","1997-09-26","1997-09-28"
"1785","132","Price Cutters","Daily Paper","10103","1997-10-09","1997-10-12"
"1786","132","Go For It","Radio","12403","1997-10-23","1997-10-26"
"1787","132","Dollar Cutters","Daily Paper, Radio, TV","8919","1997-11-06","1997-11-07"
"1788","132","Bag Stuffers","In-Store Coupon","11589","1997-11-20","1997-11-23"
"1789","132","Sale Winners","Daily Paper","8959","1997-12-03","1997-12-07"
"1790","132","I Cant Believe It Sale","Street Handout","5394","1997-12-18","1997-12-21"
"1791","132","Money Savers","Sunday Paper, Radio, TV","10455","1998-01-01","1998-01-03"
"1792","132","Green Light Special","Sunday Paper, Radio","14834","1998-01-14","1998-01-17"
"1793","132","Double Down Sale","Sunday Paper","7077","1998-01-29","1998-01-30"
"1794","132","Super Duper Savers","Sunday Paper","11549","1998-02-10","1998-02-13"
"1795","132","Two for One","Sunday Paper, Radio","5155","1998-02-24","1998-02-25"
"1796","132","Green Light Special","Radio","7801","1998-03-11","1998-03-13"
"1797","132","Sale Winners","Daily Paper","14917","1998-03-26","1998-03-29"
"1798","132","Big Time Discounts","In-Store Coupon","12114","1998-04-10","1998-04-13"
"1799","132","Price Winners","Daily Paper, Radio","6921","1998-04-21","1998-04-23"
"1800","132","Save-It Sale","Daily Paper","7374","1998-05-07","1998-05-08"
"1801","132","Mystery Sale","In-Store Coupon","6707","1998-05-20","1998-05-21"
"1802","132","Super Duper Savers","Daily Paper","11941","1998-06-04","1998-06-06"
"1803","132","Shelf Emptiers","Product Attachment","7948","1998-06-16","1998-06-18"
"1804","132","I Cant Believe It Sale","Daily Paper, Radio, TV","7455","1998-07-03","1998-07-04"
"1805","132","Super Savers","Street Handout","14317","1998-07-15","1998-07-19"
"1806","132","Bye Bye Baby","Sunday Paper, Radio, TV","7587","1998-07-30","1998-08-01"
"1807","132","Double Your Savings","Daily Paper, Radio, TV","10760","1998-08-13","1998-08-17"
"1808","132","Sale Winners","Sunday Paper, Radio","14631","1998-08-28","1998-08-29"
"1809","132","Bye Bye Baby","Product Attachment","13710","1998-09-11","1998-09-12"
"1810","132","Super Savers","Daily Paper, Radio","12362","1998-09-22","1998-09-25"
"1811","132","Tip Top Savings","Daily Paper, Radio","8115","1998-10-06","1998-10-09"
"1812","132","Sale Winners","Street Handout","11040","1998-10-22","1998-10-24"
"1813","132","Green Light Special","Cash Register Handout","14992","1998-11-05","1998-11-07"
"1814","132","Super Duper Savers","Radio","11681","1998-11-19","1998-11-23"
"1815","132","Super Duper Savers","Daily Paper, Radio","13323","1998-12-03","1998-12-06"
"1816","132","Best Savings","Sunday Paper","10612","1998-12-17","1998-12-20"
"1819","133","Weekend Markdown","Daily Paper","10909","1996-01-17","1996-01-19"
"1820","133","Dollar Days","Radio","9907","1996-02-02","1996-02-04"
"1821","133","Dollar Cutters","Sunday Paper, Radio, TV","13605","1996-02-13","1996-02-14"
"1822","133","Savings Galore","Sunday Paper, Radio","13712","1996-02-27","1996-02-29"
"1823","133","Double Down Sale","Sunday Paper","5100","1996-03-13","1996-03-16"
"1824","133","Two for One","Bulk Mail","13152","1996-03-27","1996-03-30"
"1825","133","You Save Days","Radio","11723","1996-04-10","1996-04-12"
"1826","133","Big Time Savings","TV","7211","1996-04-24","1996-04-27"
"1827","133","I Cant Believe It Sale","Sunday Paper","11047","1996-05-07","1996-05-09"
"1828","133","Free For All","Sunday Paper, Radio, TV","10807","1996-05-23","1996-05-24"
"1829","133","Go For It","Street Handout","14251","1996-06-04","1996-06-07"
"1830","133","Dimes Off","Product Attachment","7776","1996-06-20","1996-06-22"
"1831","133","Dollar Days","Sunday Paper","8910","1996-07-04","1996-07-06"
"1832","133","Super Savers","Bulk Mail","10380","1996-07-18","1996-07-21"
"1833","133","Price Savers","Sunday Paper, Radio, TV","8697","1996-08-01","1996-08-03"
"1834","133","Two Day Sale","Bulk Mail","7603","1996-08-15","1996-08-19"
"1835","133","Green Light Special","Daily Paper","7282","1996-08-29","1996-09-01"
"1836","133","Double Down Sale","Daily Paper, Radio","13116","1996-09-11","1996-09-13"
"1837","133","Bye Bye Baby","Daily Paper, Radio, TV","13651","1996-09-25","1996-09-27"
"1838","133","Savings Galore","Product Attachment","14659","1996-10-08","1996-10-10"
"1839","133","Dollar Cutters","Daily Paper","5539","1996-10-23","1996-10-25"
"1840","133","Price Cutters","In-Store Coupon","13082","1996-11-05","1996-11-09"
"1841","133","Saving Days","In-Store Coupon","8489","1996-11-21","1996-11-23"
"1842","133","Big Time Savings","Street Handout","10813","1996-12-04","1996-12-07"
"1843","133","Money Grabbers","Bulk Mail","10239","1996-12-19","1996-12-23"
"1844","133","Price Slashers","Sunday Paper, Radio","9491","1997-01-03","1997-01-05"
"1845","133","Sales Days","Daily Paper, Radio, TV","9771","1997-01-15","1997-01-18"
"1846","133","Big Time Savings","Sunday Paper, Radio","10132","1997-01-30","1997-02-03"
"1847","133","Sales Days","TV","8103","1997-02-13","1997-02-16"
"1848","133","Unbeatable Price Savers","Daily Paper","10310","1997-02-26","1997-03-02"
"1849","133","One Day Sale","Street Handout","12807","1997-03-11","1997-03-13"
"1850","133","Two Day Sale","Sunday Paper","11205","1997-03-27","1997-03-30"
"1851","133","Price Winners","Cash Register Handout","10377","1997-04-10","1997-04-14"
"1852","133","Price Destroyers","Product Attachment","13047","1997-04-24","1997-04-27"
"1853","133","Price Destroyers","TV","10417","1997-05-06","1997-05-07"
"1854","133","Pick Your Savings","Product Attachment","14196","1997-05-22","1997-05-25"
"1855","133","Dollar Cutters","Bulk Mail","11912","1997-06-05","1997-06-07"
"1856","133","Bye Bye Baby","TV","6292","1997-06-18","1997-06-22"
"1857","133","Green Light Special","Sunday Paper, Radio, TV","8535","1997-07-03","1997-07-07"
"1858","133","Price Winners","Street Handout","6879","1997-07-17","1997-07-19"
"1859","133","Best Savings","Radio","13141","1997-08-01","1997-08-05"
"1860","133","Shelf Emptiers","Cash Register Handout","9229","1997-08-15","1997-08-19"
"1861","133","One Day Sale","Product Attachment","6345","1997-08-28","1997-08-29"
"1862","133","Sale Winners","Sunday Paper","6198","1997-09-10","1997-09-11"
"1863","133","Shelf Clearing Days","Radio","11005","1997-09-25","1997-09-28"
"1864","133","Bag Stuffers","Daily Paper, Radio, TV","8802","1997-10-10","1997-10-12"
"1865","133","Dollar Days","Product Attachment","10791","1997-10-23","1997-10-25"
"1866","133","Save-It Sale","Product Attachment","6025","1997-11-06","1997-11-09"
"1867","133","Price Cutters","Sunday Paper, Radio, TV","12032","1997-11-20","1997-11-23"
"1868","133","Money Grabbers","Street Handout","11539","1997-12-04","1997-12-06"
"1869","133","Dimes Off","Daily Paper, Radio, TV","9647","1997-12-18","1997-12-20"
"1870","133","Price Smashers","Cash Register Handout","10262","1997-12-30","1998-01-02"
"1871","133","Sales Days","Street Handout","14814","1998-01-16","1998-01-18"
"1872","133","Tip Top Savings","Daily Paper, Radio, TV","8686","1998-01-28","1998-01-31"
"1873","133","Go For It","Sunday Paper, Radio","7765","1998-02-11","1998-02-13"
"1874","133","Shelf Clearing Days","Radio","6417","1998-02-25","1998-02-28"
"1875","133","Big Promo","Radio","9514","1998-03-11","1998-03-15"
"1876","133","One Day Sale","Bulk Mail","5094","1998-03-24","1998-03-27"
"1877","133","Shelf Clearing Days","Sunday Paper, Radio","9046","1998-04-09","1998-04-12"
"1878","133","Save-It Sale","Bulk Mail","5735","1998-04-24","1998-04-26"
"1879","133","Price Winners","Daily Paper, Radio","13936","1998-05-07","1998-05-10"
"1880","133","Price Savers","Product Attachment","11225","1998-05-22","1998-05-23"
"1881","133","Price Cutters","Sunday Paper","10050","1998-06-03","1998-06-06"
"1882","133","Dollar Days","Daily Paper, Radio","12120","1998-06-17","1998-06-20"
"1883","133","Savings Galore","Product Attachment","14964","1998-07-02","1998-07-05"
"1884","133","I Cant Believe It Sale","Sunday Paper, Radio, TV","13962","1998-07-15","1998-07-18"
"1885","133","Big Time Discounts","Daily Paper","5004","1998-07-29","1998-08-01"
"1886","133","Super Wallet Savers","Daily Paper, Radio, TV","5111","1998-08-12","1998-08-15"
"1887","133","Super Duper Savers","Daily Paper","6499","1998-08-27","1998-08-28"
"1888","133","Price Winners","Cash Register Handout","7207","1998-09-10","1998-09-11"
"1889","133","Weekend Markdown","Daily Paper","7024","1998-09-24","1998-09-27"
"1890","133","Best Savings","Product Attachment","12512","1998-10-08","1998-10-09"
"1891","133","Two for One","Daily Paper, Radio","5101","1998-10-21","1998-10-24"
"1892","133","Sale Winners","In-Store Coupon","14862","1998-11-03","1998-11-05"
"1893","133","Price Savers","Daily Paper","8306","1998-11-18","1998-11-22"
"1894","133","Big Promo","Street Handout","11831","1998-12-02","1998-12-04"
"1895","133","You Save Days","Daily Paper, Radio","10309","1998-12-15","1998-12-18"
"1896","133","Money Savers","Cash Register Handout","14434","1998-12-29","1998-12-30"
